name,online_order,book_table,rate,votes,location,cost_two,dining_type,cuisines
Hotel Empark,Yes,No,3.4,16,Wilson Garden,800.0,Delivery,"Chinese, North Indian, Arabian"
Mr. Meetharam,Yes,No,3.2,34,JP Nagar,150.0,Delivery,"Mithai, Street Food"
Hunger Hitman,Yes,No,3.8,257,Koramangala,300.0,Delivery,"North Indian, Chinese"
Krishna Vaibhava,Yes,No,3.5,40,BTM,350.0,Delivery,"North Indian, South Indian"
The Chocolate Room,Yes,No,3.9,153,JP Nagar,400.0,Delivery,"Cafe, Desserts"
Hari Super Sandwich,No,No,4.4,1830,Jayanagar,200.0,Delivery,"Fast Food, Street Food"
Navami,Yes,No,3.5,80,Jayanagar,750.0,Delivery,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani"
Speedbreaker,Yes,No,3.4,14,BTM,300.0,Delivery,North Indian
Nadan Thattukada,Yes,No,3.7,35,BTM,200.0,Delivery,Kerala
Smokey Tribe Restaurant,Yes,No,3.8,265,Koramangala 7th Block,650.0,Delivery,"North Eastern, Chinese"
Ibaco,Yes,No,4.0,198,Banashankari,300.0,Delivery,Desserts
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,200.0,Delivery,"Mithai, South Indian, Street Food, Fast Food"
Utsav Restaurant,Yes,No,3.8,61,Banashankari,300.0,Delivery,"North Indian, Chinese"
Tandoori Bytes,Yes,No,3.6,60,Kumaraswamy Layout,700.0,Delivery,North Indian
Moghul Durbar Restaurant,No,No,4.0,336,Jayanagar,550.0,Delivery,"North Indian, BBQ, Kebab, Rolls"
Biggies Burger 'n' More,Yes,No,3.8,208,BTM,400.0,Delivery,"Cafe, Burger, Fast Food"
Havmor,Yes,No,3.9,22,Basavanagudi,200.0,Delivery,"Ice Cream, Desserts"
Khana Khazana,Yes,No,3.7,22,Bannerghatta Road,400.0,Delivery,North Indian
The Pizzeria,Yes,No,2.8,45,Banashankari,800.0,Delivery,"Pizza, Italian, Salad"
Aalishan Restaurant & Caterer,Yes,No,3.5,888,Koramangala 7th Block,650.0,Delivery,"North Indian, Mughlai"
Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,500.0,Delivery,"Seafood, Biryani, South Indian, North Indian, Chinese"
Garden Fresh,Yes,No,3.9,51,BTM,200.0,Delivery,"Healthy Food, Juices"
Little Cafe,Yes,No,3.7,54,Basavanagudi,600.0,Delivery,"Cafe, Beverages"
Aami Bangali,Yes,No,3.6,68,Koramangala 5th Block,700.0,Delivery,Bengali
Trippy Paradise,Yes,No,2.6,60,BTM,900.0,Delivery,Cafe
Tempteys,Yes,No,4.2,249,BTM,500.0,Delivery,Beverages
The Arabian Nights,Yes,No,2.6,51,BTM,300.0,Delivery,"Arabian, North Indian, Chinese"
Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,100.0,Delivery,"Street Food, Fast Food"
Salut,Yes,Yes,4.1,446,Jayanagar,1200.0,Delivery,"Continental, Finger Food, Seafood, Pizza"
Angel Restaurant,Yes,No,2.8,165,Bannerghatta Road,450.0,Delivery,"Kerala, South Indian, North Indian"
Bangaliana,Yes,No,3.9,453,Koramangala 7th Block,600.0,Delivery,Bengali
Ghee Biryani House,Yes,No,3.1,7,BTM,400.0,Delivery,"North Indian, Biryani, Chinese, Arabian"
Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,800.0,Delivery,"South Indian, North Indian, Chinese, Biryani"
Desipun,Yes,Yes,4.2,344,Koramangala 5th Block,700.0,Delivery,North Indian
Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,250.0,Delivery,Mithai
Thyme & Whisk,Yes,No,3.9,74,Jayanagar,800.0,Delivery,"Asian, Chinese, Continental, Italian"
City Cafe,Yes,No,3.3,4,JP Nagar,200.0,Delivery,"Beverages, Juices, Fast Food, Rolls"
Snack Knack,Yes,No,3.0,36,BTM,200.0,Delivery,"North Indian, Chinese"
Sri Nandi Grand,Yes,No,3.4,6,BTM,300.0,Delivery,"North Indian, South Indian"
Shake It Off,Yes,No,4.4,658,Jayanagar,600.0,Delivery,"Beverages, Fast Food"
Xpress Chai,Yes,No,3.7,31,BTM,150.0,Delivery,Tea
Cafe Ajfan,Yes,No,4.2,265,Jayanagar,700.0,Delivery,"Cafe, Continental, Beverages"
Dessi Cuppa,Yes,No,3.4,5,BTM,300.0,Delivery,"Beverages, Fast Food"
Kettle & Kegs,Yes,No,3.2,6,Banashankari,200.0,Delivery,"Tea, Beverages"
Fillers,Yes,No,3.9,138,BTM,300.0,Delivery,"North Indian, Fast Food"
Thanco's Natural Ice Cream,Yes,No,3.6,28,BTM,450.0,Delivery,"Ice Cream, Desserts"
The Foodyz,Yes,No,3.7,43,JP Nagar,500.0,Delivery,"North Indian, Chinese"
Curry Leaves,Yes,No,4.1,176,Basavanagudi,800.0,Delivery,"Andhra, North Indian, Chinese"
I Cool,Yes,No,4.0,77,JP Nagar,150.0,Delivery,"Juices, Fast Food"
Udupi Thaja Thindi,Yes,No,2.9,42,BTM,250.0,Delivery,"North Indian, South Indian, Chinese, Fast Food"
Paratha Plaza,Yes,No,3.8,171,JP Nagar,250.0,Delivery,North Indian
Miss Momo,Yes,No,3.2,12,BTM,250.0,Delivery,"Tibetan, Momos"
Cane-O-La,Yes,No,3.8,61,Basavanagudi,100.0,Delivery,Juices
Kailash Parbat,No,No,3.9,77,Jayanagar,1200.0,Delivery,"South Indian, Chinese, North Indian"
Ruchis Point,Yes,No,3.8,75,Banashankari,200.0,Delivery,"Fast Food, Chinese"
Funky Punjab,Yes,No,3.9,410,JP Nagar,500.0,Delivery,"North Indian, Chinese"
Mudpipe Cafe,Yes,Yes,4.5,1878,BTM,900.0,Delivery,"Cafe, Continental, Burger"
Alif Restaurant,Yes,No,3.6,27,JP Nagar,600.0,Delivery,"North Indian, Chinese"
Black Deer,Yes,No,4.4,149,Koramangala 5th Block,350.0,Delivery,"Beverages, Desserts"
Chai Kraft,Yes,No,4.1,30,Jayanagar,100.0,Delivery,"Beverages, Tea"
Crawl Street,Yes,Yes,4.3,2565,Koramangala 5th Block,1200.0,Delivery,"Continental, Finger Food, North Indian, Chinese"
Enerjuvate Studio & Cafe,No,Yes,4.2,738,Jayanagar,800.0,Delivery,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad"
Fava Bistro,Yes,Yes,4.4,385,Koramangala 5th Block,1500.0,Delivery,"Mediterranean, Pizza, Italian, Beverages"
Chaska Bun,Yes,No,4.2,166,Koramangala 5th Block,300.0,Delivery,Fast Food
Udupi Grand,Yes,No,3.8,76,Basavanagudi,300.0,Delivery,"South Indian, North Indian, Chinese"
Dwaraka Grand,Yes,No,3.9,128,Kumaraswamy Layout,500.0,Delivery,"South Indian, Chinese, Street Food, Juices"
Y Not Restaurant,Yes,No,3.0,4,JP Nagar,300.0,Delivery,Fast Food
The Krishna Grand Xpress,Yes,No,4.0,137,Jayanagar,350.0,Delivery,"South Indian, Fast Food"
Tunday Kababi,Yes,No,3.9,1139,Koramangala 5th Block,500.0,Delivery,"North Indian, Kebab"
The Marash,Yes,No,4.3,64,Koramangala 5th Block,250.0,Delivery,"Turkish, Desserts"
Karachi Bakery,Yes,No,3.3,5,Koramangala 5th Block,400.0,Delivery,"Bakery, Desserts"
On The Nose,Yes,No,3.8,614,BTM,600.0,Delivery,"Cafe, Italian, Mexican, Chinese"
City Durbar,Yes,No,3.7,72,Jayanagar,450.0,Delivery,"North Indian, Chinese, Biryani"
World of Waffles,Yes,No,3.9,181,JP Nagar,400.0,Delivery,Desserts
Punjab Bistro,Yes,Yes,4.4,456,Koramangala 7th Block,1500.0,Delivery,North Indian
Woodee Pizza,Yes,No,2.7,85,JP Nagar,500.0,Delivery,"Cafe, Pizza, Fast Food, Beverages"
Sagar Fast Food,Yes,No,4.0,76,Koramangala 3rd Block,300.0,Delivery,"South Indian, North Indian, Fast Food"
Just Bunny,Yes,No,3.5,11,Jayanagar,200.0,Delivery,Fast Food
Chinese House,Yes,No,2.8,19,Jayanagar,300.0,Delivery,"Chinese, Thai, Momos"
Ragoo's,Yes,No,3.9,234,Jayanagar,800.0,Delivery,"Italian, Pizza, North Indian, Salad"
Desi Dhaba,Yes,No,3.3,13,BTM,400.0,Delivery,"North Indian, Chinese"
KKR Foodies,Yes,No,3.7,37,BTM,400.0,Delivery,"Biryani, Chinese, Fast Food, North Indian"
Udupi Upachar,Yes,No,3.3,13,JP Nagar,300.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Me And My Cake,Yes,No,3.1,8,JP Nagar,500.0,Delivery,"Bakery, Desserts"
Eat & Joy Restaurant,Yes,No,3.1,7,JP Nagar,300.0,Delivery,"Fast Food, Finger Food"
World In A Bowl,Yes,No,3.6,20,Koramangala 7th Block,600.0,Delivery,"Continental, North Indian, Desserts, Beverages"
Drunkling - Sizzlers and Pub,Yes,Yes,4.4,344,Koramangala 5th Block,1000.0,Delivery,"Chinese, Continental, North Indian, Burger, Pizza, Seafood"
Body Temple,Yes,No,3.3,12,BTM,500.0,Delivery,Healthy Food
Samosa Express,Yes,No,3.1,9,BTM,150.0,Delivery,Street Food
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,600.0,Delivery,"North Indian, South Indian"
InnerChef,Yes,No,3.9,152,Koramangala 7th Block,500.0,Delivery,"North Indian, Continental"
Maria's Goan Kitchen,Yes,No,3.9,392,Koramangala 7th Block,750.0,Delivery,"Goan, Chinese, Biryani"
The Chaat Shop,Yes,No,2.5,35,Basavanagudi,200.0,Delivery,Fast Food
J K Fish Land,Yes,No,3.6,35,Jayanagar,300.0,Delivery,"Seafood, Mangalorean"
Shri Vinayaka Ice N Juice,Yes,No,3.1,12,Basavanagudi,150.0,Delivery,"Beverages, Fast Food"
Vinaya Cafe,Yes,No,3.7,55,JP Nagar,200.0,Delivery,"South Indian, Street Food, Juices"
Cakes & Candles,Yes,No,3.1,11,Koramangala 5th Block,300.0,Delivery,"Bakery, Desserts"
Prawn Crunch,Yes,No,3.2,7,BTM,400.0,Delivery,"Fast Food, Seafood"
Cafe Cosy,No,Yes,4.1,114,Jayanagar,800.0,Delivery,"Cafe, Chinese, Continental, Fast Food"
Taste Of Kolkata,Yes,No,3.1,59,BTM,400.0,Delivery,"Bengali, Chinese, Rolls"
Watson's,Yes,Yes,4.0,1017,JP Nagar,1300.0,Delivery,"Finger Food, Chinese, Continental"
Kirthi's Biryani,Yes,No,3.8,145,Banashankari,700.0,Delivery,"Chinese, Cafe, Italian"
Indori Chatorey,Yes,No,2.8,138,BTM,300.0,Delivery,"North Indian, Street Food"
Brew Meister,Yes,Yes,4.1,975,Jayanagar,1500.0,Delivery,"North Indian, Continental, Finger Food, American, Asian"
Drunken Monkey,Yes,No,4.2,116,BTM,400.0,Delivery,"Beverages, Fast Food"
Call A Cake,Yes,No,3.6,41,BTM,500.0,Delivery,Bakery
Maa Durga Fast Food,Yes,No,3.6,21,Koramangala 8th Block,300.0,Delivery,"North Indian, Fast Food"
Yummy Biryani,Yes,No,3.8,41,Koramangala 7th Block,200.0,Delivery,Biryani
Shanthi Sagar,Yes,No,3.1,8,Koramangala 6th Block,250.0,Delivery,South Indian
Bombay Kulfi,Yes,No,3.8,18,Jayanagar,150.0,Delivery,"Desserts, Ice Cream"
Graffitea,Yes,No,3.7,16,BTM,200.0,Delivery,"Beverages, Fast Food"
Begin with us....Tea Time Cafe,Yes,No,3.8,36,Koramangala 7th Block,300.0,Delivery,"Beverages, Tea"
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,600.0,Delivery,"Cafe, Italian, Beverages"
Mockaholic Restro Beer Cafe,Yes,No,3.9,919,JP Nagar,1000.0,Delivery,"North Indian, Chinese, Pizza, BBQ"
SGS Non Veg - Gundu Pulav,Yes,No,3.6,68,Jayanagar,400.0,Delivery,"Biryani, Fast Food"
Panther Cafe,Yes,No,3.5,8,BTM,200.0,Delivery,Beverages
Crafted Plate,Yes,Yes,4.2,239,JP Nagar,600.0,Delivery,"Cafe, Asian, Burger, Continental, Italian, Salad"
3 Spice,Yes,No,3.9,157,Wilson Garden,450.0,Delivery,"North Indian, Chinese"
Donne Biriyani House,Yes,No,3.5,407,Jayanagar,400.0,Delivery,"Biryani, Andhra, Kebab"
Calorie Express,Yes,No,3.6,192,BTM,450.0,Delivery,Healthy Food
Smoke - The Sizzler House,Yes,Yes,4.0,1384,Koramangala 7th Block,1100.0,Delivery,"Continental, Chinese, Thai, Italian, BBQ, Steak"
Paratha Junction,Yes,No,3.3,397,Jayanagar,300.0,Delivery,"North Indian, Chinese"
Ruh's Cafe,Yes,No,4.1,464,BTM,500.0,Delivery,"Cafe, American, Italian, Continental, Chinese"
YumYumSouth,Yes,No,3.5,36,Koramangala 7th Block,600.0,Delivery,South Indian
Ammus Hot N Cool,Yes,No,3.4,84,BTM,300.0,Delivery,"North Indian, Chinese"
Vyanjan,Yes,No,3.9,203,BTM,300.0,Delivery,"North Indian, Street Food"
Brew Point,Yes,No,3.6,10,JP Nagar,500.0,Delivery,"Cafe, American, Burger, Sandwich, Fast Food"
Hang10 Resto N Cafe,Yes,No,3.8,100,BTM,700.0,Delivery,"Cafe, North Indian, Chinese"
Mr. Beans - Home Cafe,Yes,Yes,4.2,2710,Koramangala 3rd Block,1000.0,Delivery,"Cafe, Continental, Italian"
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,400.0,Delivery,"Fast Food, Desserts, Ice Cream"
Mug N Bean,Yes,No,3.9,247,Jayanagar,400.0,Delivery,"Cafe, Continental, Italian, Burger"
Jalaram Sweets,Yes,No,3.8,32,Jayanagar,250.0,Delivery,"Desserts, Mithai"
Sri Sankara Cafe,Yes,No,3.6,26,BTM,100.0,Delivery,South Indian
Chung Wah Opus,Yes,No,3.0,57,JP Nagar,650.0,Delivery,"Chinese, Thai"
Cafe Medley,Yes,No,4.2,1061,Koramangala 5th Block,800.0,Delivery,"Cafe, Continental, Burger"
Marenahalli Donne Biriyani,Yes,No,3.9,261,JP Nagar,300.0,Delivery,"Biryani, Fast Food"
Bakers77,Yes,No,4.0,37,Jayanagar,400.0,Delivery,"Bakery, Fast Food"
Chai Culture,Yes,No,3.6,8,Jayanagar,200.0,Delivery,Beverages
Sonar Bangala,Yes,No,3.8,76,Koramangala 5th Block,500.0,Delivery,"Bengali, North Indian"
Kulkarni's New Uttara Karnataka Food Speciality Stores,Yes,No,3.4,6,JP Nagar,250.0,Delivery,South Indian
Biryani Magic,Yes,No,3.5,31,BTM,300.0,Delivery,"North Indian, Biryani"
In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,100.0,Delivery,"Juices, Beverages"
Petoo,Yes,No,4.0,23,BTM,400.0,Delivery,"North Indian, Fast Food, Beverages"
Chatter Platter,Yes,No,3.4,30,BTM,300.0,Delivery,"Street Food, North Indian"
Chilld Monk,Yes,No,3.5,8,BTM,250.0,Delivery,"Desserts, Ice Cream"
The Hungers Zone,Yes,No,3.8,57,BTM,300.0,Delivery,"Fast Food, Italian, Pizza"
Pappu Da Dhaba,Yes,No,3.0,57,Jayanagar,400.0,Delivery,"North Indian, Fast Food, Beverages, Momos"
The Ganache Factory,No,No,4.2,128,Jayanagar,400.0,Delivery,"Desserts, Bakery"
24/7 Food Service,Yes,No,3.0,7,JP Nagar,300.0,Delivery,"South Indian, North Indian, Fast Food"
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,400.0,Delivery,"Cafe, Chinese, Continental, Italian"
Bathinda Junction,Yes,Yes,4.1,1244,Koramangala 5th Block,600.0,Delivery,North Indian
Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,300.0,Delivery,North Indian
Black Cup Cafe,Yes,No,3.7,29,BTM,400.0,Delivery,"Cafe, Fast Food, Beverages"
Caffe Pascucci,Yes,Yes,4.0,791,JP Nagar,1300.0,Delivery,"Continental, Italian, Beverages"
Namma Banashankari Donne Biryani,Yes,No,4.0,99,JP Nagar,250.0,Delivery,"Biryani, Kebab"
Dilli in a Box,Yes,No,3.7,7,Koramangala 7th Block,400.0,Delivery,"Fast Food, North Indian"
Pop Hop,Yes,No,4.1,205,Jayanagar,300.0,Delivery,"Ice Cream, Desserts"
Hunger2Eat,Yes,No,3.7,26,BTM,400.0,Delivery,"Biryani, Fast Food, North Indian"
High n Hungry,Yes,No,2.9,95,BTM,700.0,Delivery,"North Indian, South Indian, Chinese, Fast Food"
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,600.0,Delivery,"North Indian, Chinese"
Meghana Foods,Yes,No,4.4,7220,Koramangala 5th Block,600.0,Delivery,"Biryani, Seafood, Andhra, North Indian"
Milk N Shakes,Yes,No,3.7,45,Koramangala 8th Block,300.0,Delivery,Beverages
INDULGE by InnerChef,Yes,No,3.5,29,Koramangala 7th Block,400.0,Delivery,"Desserts, Bakery"
Aramane Donne Briyani,Yes,No,3.9,339,JP Nagar,300.0,Delivery,"Biryani, Fast Food"
Litti Twist,Yes,No,4.2,465,BTM,300.0,Delivery,"North Indian, Bihari"
Nandhi Andhra Style Family Restaurant,Yes,No,3.4,13,Jayanagar,400.0,Delivery,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab"
Smoothie Hub,Yes,No,3.1,4,BTM,100.0,Delivery,"Beverages, Sandwich"
Andhra Kitchen,Yes,No,4.0,187,BTM,400.0,Delivery,"Andhra, Biryani"
New Udupi Upahar,Yes,No,3.5,23,Jayanagar,300.0,Delivery,"South Indian, North Indian"
Pizza Paradise,Yes,No,3.6,60,JP Nagar,500.0,Delivery,Pizza
Mahek Pizza,Yes,No,3.9,38,JP Nagar,400.0,Delivery,Pizza
Tandoor Merchant,Yes,No,3.4,22,BTM,500.0,Delivery,"North Indian, Chinese, Fast Food"
Ramji Chaiwale,Yes,No,3.6,20,Jayanagar,250.0,Delivery,"Beverages, Fast Food"
Taj Darbar,Yes,No,3.8,149,Koramangala 5th Block,600.0,Delivery,"Biryani, Mughlai, Chinese"
The Monalisa Restaurant,Yes,No,3.3,4,Koramangala 5th Block,300.0,Delivery,Chinese
Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,Jayanagar,400.0,Delivery,"Chinese, Thai"
1441 Pizzeria,Yes,No,4.1,140,JP Nagar,800.0,Delivery,"Pizza, Salad"
New Chickpete Donne Biryani,Yes,No,3.5,68,Basavanagudi,250.0,Delivery,Biryani
The Airos,Yes,No,4.1,130,Jayanagar,650.0,Delivery,"Cafe, Italian, Pizza"
Refills Eatery And Beverages,Yes,No,3.8,91,BTM,450.0,Delivery,"North Indian, South Indian, Chinese"
Just Chill,Yes,No,3.4,54,BTM,250.0,Delivery,Beverages
Woody's,Yes,No,2.6,208,JP Nagar,650.0,Delivery,"Chinese, South Indian, North Indian"
Momo Jojo,Yes,No,3.4,6,BTM,300.0,Delivery,"Chinese, Tibetan, Momos"
Cafe D'hide,Yes,Yes,4.2,869,Koramangala 5th Block,600.0,Delivery,"Cafe, American, Continental, Italian"
Sea Spice by 7 Star,Yes,Yes,4.0,350,Banashankari,1200.0,Delivery,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab"
Rasoi,Yes,No,3.3,128,Banashankari,300.0,Delivery,"North Indian, Chinese"
Andhra Bhojanam,Yes,No,3.2,23,BTM,600.0,Delivery,"Andhra, Biryani, North Indian"
Maiyas,Yes,No,4.0,1782,Jayanagar,200.0,Delivery,"North Indian, South Indian, Fast Food, Juices"
Mirch Masala,Yes,No,3.4,6,JP Nagar,500.0,Delivery,North Indian
Meenu Oota Da Maane,Yes,Yes,4.2,294,Koramangala 5th Block,800.0,Delivery,"Seafood, Mangalorean, Chinese"
Potato Bae,Yes,No,4.1,56,Koramangala 5th Block,500.0,Delivery,Fast Food
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,100.0,Delivery,"Beverages, Desserts"
Alankrutha,Yes,No,3.9,257,BTM,500.0,Delivery,"Andhra, Biryani, North Indian, Chinese"
South Point Pub,Yes,No,3.4,11,Basavanagudi,800.0,Delivery,"North Indian, Seafood, Chinese"
New Mogul Empire,Yes,No,3.3,6,JP Nagar,300.0,Delivery,"North Indian, Chinese"
Gokul Veg,Yes,No,3.8,469,Basavanagudi,750.0,Delivery,"North Indian, Chinese, Beverages"
AM WOW,Yes,No,3.4,6,Jayanagar,100.0,Delivery,Beverages
China Bowl,Yes,No,3.9,455,Koramangala 6th Block,1000.0,Delivery,Chinese
Bawarchi Biryani,Yes,No,3.4,65,Koramangala 6th Block,350.0,Delivery,"Biryani, South Indian"
Hotel Smile,Yes,No,3.1,6,Jayanagar,550.0,Delivery,"North Indian, Chinese"
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,150,Koramangala 2nd Block,1100.0,Delivery,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese"
Mountain Spice,Yes,No,3.9,187,Koramangala 8th Block,400.0,Delivery,"Chinese, Nepalese, Tibetan, Momos"
David's Kitchen,Yes,No,3.6,14,BTM,200.0,Delivery,"North Indian, South Indian, Chinese"
Prems Graama Bhojanam,Yes,No,4.3,326,Jayanagar,400.0,Delivery,South Indian
Sai Mango Tree,Yes,No,3.6,45,BTM,500.0,Delivery,"Biryani, Hyderabadi, Chinese"
Fudge,Yes,No,3.2,12,Jayanagar,200.0,Delivery,"Desserts, Momos"
Nandanam Family Restaurant,Yes,No,3.6,18,BTM,350.0,Delivery,"Kerala, Chinese, South Indian"
Taste Of Malabar,Yes,No,3.6,23,BTM,350.0,Delivery,"South Indian, Kerala, Chinese"
Mishra's Pedha Big Foods,No,No,3.9,56,Jayanagar,200.0,Delivery,"Desserts, Mithai"
La Casa,No,Yes,3.6,570,Jayanagar,800.0,Delivery,"Continental, Italian, Chinese, North Indian"
Chaitanya Cafe,Yes,No,3.9,92,JP Nagar,300.0,Delivery,"South Indian, North Indian, Fast Food"
Calicut Durbar,Yes,No,3.9,58,Koramangala 7th Block,500.0,Delivery,"Arabian, North Indian"
Navya Foods,Yes,No,3.4,7,HSR,300.0,Delivery,"North Indian, Fast Food"
Mayur,Yes,Yes,3.7,21,Hosur Road,700.0,Delivery,"Andhra, North Indian, Chinese, Seafood"
Szechuan Dragon,Yes,No,4.2,1654,Banashankari,600.0,Delivery,"Chinese, Thai, Momos"
Cafe Vivacity,Yes,No,3.8,90,Banashankari,650.0,Delivery,Cafe
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,700.0,Delivery,"North Indian, South Indian, Chinese, Biryani, Mexican"
Iceberg Icecreams,Yes,No,4.0,41,Basavanagudi,250.0,Delivery,"Desserts, Ice Cream"
Mecaf Family Restaurant,Yes,No,3.9,214,BTM,600.0,Delivery,"North Indian, Chinese, Fast Food, Rolls, Beverages"
By 2 Coffee,Yes,No,4.3,319,Basavanagudi,100.0,Delivery,South Indian
Juice 99,Yes,No,3.5,20,BTM,150.0,Delivery,Beverages
Fiero! Pizzeria,Yes,No,4.0,62,Koramangala 6th Block,400.0,Delivery,"Italian, Fast Food, Pizza"
Aramane Donne Biriyani,Yes,No,3.9,191,BTM,300.0,Delivery,"Biryani, Fast Food"
Chocoberry,Yes,No,3.5,56,Jayanagar,400.0,Delivery,"Ice Cream, Desserts, Beverages"
Little Lucknow,Yes,Yes,4.0,235,Koramangala 5th Block,800.0,Delivery,"Mughlai, North Indian"
Java City,Yes,No,2.5,157,Jayanagar,450.0,Delivery,"Cafe, American, Pizza"
Khan's Biryani,Yes,No,3.0,11,BTM,300.0,Delivery,"Biryani, North Indian"
Laziz Pizza,Yes,No,3.8,42,Koramangala 7th Block,400.0,Delivery,"Fast Food, Burger, Pizza"
Coffee Tindi,Yes,No,3.8,75,Banashankari,200.0,Delivery,"Cafe, South Indian"
Quench The Juice Lounge,Yes,No,3.6,18,Jayanagar,150.0,Delivery,"Beverages, Juices, Ice Cream"
New South Corner,Yes,No,3.7,20,BTM,300.0,Delivery,"South Indian, North Indian, Chinese"
Euki,Yes,Yes,4.1,553,Jayanagar,900.0,Delivery,"Italian, Mexican"
Chicken Man,Yes,Yes,3.8,72,JP Nagar,400.0,Delivery,"Roast Chicken, Burger"
The Grillo,Yes,Yes,2.8,80,Jayanagar,700.0,Delivery,"North Indian, Mughlai, Chinese, South Indian, Mangalorean"
Mini Punjabi Dhaba,Yes,No,4.2,296,Banashankari,350.0,Delivery,North Indian
Kalpavriksha Upahara,Yes,No,3.9,126,Jayanagar,400.0,Delivery,"South Indian, North Indian, Chinese"
Daawat Restaurant Bar & Pub,Yes,No,3.5,9,Koramangala 7th Block,700.0,Delivery,"Finger Food, North Indian, Seafood, Mangalorean, Chinese"
Bistro Oui,Yes,Yes,4.1,401,Koramangala 5th Block,1200.0,Delivery,"Cafe, Continental, Salad, Steak"
Churchill's,Yes,Yes,4.1,1406,JP Nagar,1100.0,Delivery,"North Indian, Continental"
The Jade Kitchen,Yes,No,4.0,118,JP Nagar,600.0,Delivery,"Chinese, Thai"
Anand Donne Biriyani,Yes,No,3.7,46,Jayanagar,200.0,Delivery,Biryani
Andhra Ruchulu,Yes,Yes,4.2,1432,JP Nagar,800.0,Delivery,"Andhra, North Indian"
Shree Udupi Grand,Yes,No,3.8,14,Jayanagar,600.0,Delivery,"South Indian, North Indian, Chinese"
BelgYum,Yes,No,4.0,70,Koramangala 7th Block,400.0,Delivery,Desserts
Juice Junction,Yes,No,2.8,20,JP Nagar,150.0,Delivery,"Juices, Fast Food"
Burger Lounge,Yes,No,3.6,74,Koramangala 5th Block,600.0,Delivery,"Burger, Fast Food, Beverages"
Vidya Cafe,Yes,No,3.2,4,JP Nagar,300.0,Delivery,"Burger, Fast Food, Desserts, Sandwich"
Mani's Dum Biryani,Yes,No,3.9,778,Koramangala 5th Block,750.0,Delivery,"Biryani, Kebab"
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,100.0,Delivery,South Indian
Rajanna Military Hotel,Yes,No,4.1,167,Jayanagar,400.0,Delivery,"Biryani, Fast Food"
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,488,BTM,700.0,Delivery,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe"
Uday Sweets,Yes,No,3.8,33,Koramangala 5th Block,250.0,Delivery,"Mithai, Fast Food"
New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,350.0,Delivery,"North Indian, Chinese"
Hum Biryani,Yes,No,3.4,17,BTM,600.0,Delivery,"Biryani, North Indian"
New Punjabi Hotel,Yes,No,3.7,179,BTM,400.0,Delivery,"North Indian, Chinese"
Taj Durbar,No,No,3.8,83,Jayanagar,400.0,Delivery,"North Indian, BBQ"
TRIGEREATO,Yes,Yes,4.4,100,Koramangala 8th Block,700.0,Delivery,"Cafe, Continental, Beverages"
Shuddh Desi Khana,Yes,No,4.1,600,Bannerghatta Road,400.0,Delivery,North Indian
Baisakhi,Yes,No,3.8,528,Basavanagudi,500.0,Delivery,North Indian
7 Plates,Yes,No,3.7,259,Koramangala 5th Block,750.0,Delivery,"Mughlai, Fast Food"
Eatery Have U Been,Yes,No,3.4,35,BTM,500.0,Delivery,"Cafe, Chinese, Fast Food, Burger, North Indian"
Haagen Dazs,Yes,No,3.9,77,Koramangala 7th Block,800.0,Delivery,"Ice Cream, Desserts"
The Blue Wagon - Kitchen,Yes,No,4.6,233,Jayanagar,400.0,Delivery,"Cafe, Beverages"
Amritsari Kulcha Land,Yes,No,4.0,260,JP Nagar,300.0,Delivery,North Indian
Tasty Jigarthanda,Yes,No,3.4,11,BTM,150.0,Delivery,"Beverages, Ice Cream"
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,600.0,Delivery,"North Indian, Chinese, Fast Food"
1947,No,Yes,4.1,2312,Jayanagar,950.0,Delivery,"North Indian, Chinese"
